feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,target
0.404,-0.024,2.609,-1.375,-1.227,-1.483,-1.127,0.229,-0.783,-1.035,-0.917,-0.508,-1.47,0.417,0.083,-0.106,-1.718,0.402,-0.17,0.35,0.111,-0.218,-0.92,-0.942,0.293,-0.106,-1.571,0.017,0.609,0.447,-0.419,1.055,-0.598,1.925,-0.417,0.049,-1.363,-0.412,0.734,-0.132,-0.803,-1.017,1.291,0.23,-0.685,0.343,-0.278,-0.936,0.705,0.373,1754.302
-0.574,-0.777,-0.681,2.086,0.311,-0.561,0.429,0.956,1.819,-1.058,1.122,1.753,-1.229,1.153,0.365,-0.192,0.986,1.457,0.11,0.02,-0.42,-1.71,-0.807,0.616,-0.977,-0.614,-1.052,-0.033,0.693,1.102,-0.594,0.438,0.161,0.261,1.421,1.417,-2.664,-1.406,0.547,0.651,0.685,-0.788,-0.477,0.303,1.09,-0.547,-1.594,1.393,-1.719,0.7,-2376.987
-0.212,-0.191,-0.142,-0.144,0.954,-0.826,1.886,0.509,-1.422,0.374,1.371,-0.474,1.841,-2.183,-0.195,-1.224,-0.63,-1.491,1.066,-0.47,-0.573,-0.624,-0.611,-0.034,-1.301,-0.638,1.211,0.493,0.627,1.395,-1.208,-0.392,-0.105,-1.245,-0.111,2.249,0.4,0.457,0.192,2.438,0.975,-0.633,-0.868,-0.316,0.664,0.903,0.845,1.321,-0.914,-1.152,-13125.977
-0.094,1.297,-2.778,0.872,0.736,0.177,-1.616,0.499,-0.748,-1.621,-1.766,0.809,0.632,0.943,-0.11,-0.789,-0.616,0.452,-0.146,-2.264,-0.4,-1.31,1.29,-0.421,1.387,0.881,-1.336,-0.331,-0.1,-1.575,-1.802,-1.614,-0.642,-0.791,1.008,-0.985,-0.717,-2.216,-0.174,0.13,0.651,-0.179,0.515,0.945,0.465,0.453,0.235,-1.084,-0.666,-1.502,-8480.744
-0.371,0.094,-0.871,2.147,0.888,0.565,0.803,-0.712,1.296,1.173,-1.478,0.731,0.845,-0.61,0.02,-1.555,-0.704,-1.206,-0.675,-1.722,0.668,-0.157,-1.001,0.924,2.384,-0.409,0.207,0.659,1.296,0.92,-1.091,0.043,-0.531,0.319,-1.035,-0.484,-0.622,0.818,-1.003,0.691,-0.739,-0.081,-1.582,0.161,-1.213,0.315,0.21,-0.351,-0.428,0.069,-806.504
0.505,1.096,-0.778,1.022,-1.025,-1.6,2.016,-0.583,0.073,1.118,0.34,-0.237,1.232,0.223,-1.796,-0.764,-1.364,0.086,0.095,-0.66,1.254,0.927,-0.313,0.037,0.266,-0.573,-2.224,0.602,-0.471,-1.544,-0.138,0.848,0.557,-0.499,-0.55,1.654,0.832,-0.223,0.128,0.08,-0.319,0.265,-0.702,-1.158,-1.438,0.954,0.346,0.64,1.123,-0.337,-23650.915
-0.29,0.198,-0.253,-1.527,0.843,-0.132,-1.373,-0.263,0.407,-0.25,0.275,-0.466,-0.045,0.242,0.871,0.236,-1.184,0.26,-0.907,-0.174,0.241,0.49,0.779,-1.187,-0.857,-0.517,0.917,-0.646,-2.436,-0.325,0.805,-0.67,-0.5,1.814,-2.165,1.342,-2.413,-0.415,0.502,0.036,2.205,-0.982,0.533,-0.302,0.188,-1.729,-2.345,-0.04,-1.929,0.884,-9025.741
0.634,-0.482,-2.983,-0.61,-0.112,0.749,-0.393,1.906,-0.018,1.323,-0.632,-1.118,0.566,0.624,1.428,-0.671,-0.125,-0.397,1.307,-1.292,1.009,-0.859,-1.537,-1.008,1.538,0.262,1.361,1.413,2.089,0.434,0.854,-1.3,-1.282,1.716,-1.164,1.215,-1.812,-2.041,-0.662,0.776,0.659,1.514,0.786,-1.078,-1.282,-1.01,-0.144,0.844,0.43,1.684,-4923.717
-1.599,-1.496,0.938,0.684,0.762,-1.951,-1.666,-1.666,1.064,-2.772,-1.2,-0.613,-1.288,0.277,-0.352,-0.638,0.466,1.7,-0.431,-0.394,-0.219,1.788,-1.118,2.017,-0.271,-0.061,0.488,-0.318,1.202,0.113,0.993,1.215,0.885,-0.214,0.182,0.679,0.688,1.138,-1.179,-0.967,0.404,-1.935,2.202,-0.629,0.056,-0.234,-0.568,0.335,0.383,0.618,-2776.104
0.071,0.476,-0.929,-0.396,-0.092,-0.203,-0.306,0.16,-1.908,1.006,1.344,-1.05,-0.601,-0.379,0.185,0.153,1.437,-0.431,-2.053,-1.308,-0.597,-0.777,0.603,0.741,-0.443,-1.172,0.034,0.702,-1.149,0.715,0.121,0.551,0.691,0.708,-0.792,-1.343,0.759,0.296,0.413,-0.366,-0.75,-0.031,-0.05,0.508,0.441,-1.301,-1.555,1.736,-0.181,-1.214,-16198.139
-1.309,-2.195,0.961,0.262,0.878,1.355,0.203,-0.346,-1.355,-0.184,0.066,-0.155,0.569,-0.872,-1.093,-0.248,0.997,0.627,0.09,-1.066,-0.711,1.376,0.671,-0.174,0.024,-1.562,0.945,0.038,-1.679,-1.063,0.042,0.793,0.325,0.561,0.281,-0.648,-0.647,-0.986,-0.519,-0.452,1.296,-0.868,-0.356,-0.391,-0.784,0.879,-0.714,-0.832,1.251,0.109,-10320.098
-0.668,-1.453,2.559,1.075,0.644,0.129,0.042,-0.317,-0.682,-0.687,-0.642,0.21,0.538,0.998,0.896,0.627,0.543,0.783,1.179,0.022,0.24,-0.102,1.022,0.897,-1.033,-0.839,0.853,0.204,0.716,-0.506,1.519,0.497,-2.246,1.12,-1.264,0.038,-0.643,1.135,0.613,-0.426,-0.574,-1.41,1.065,0.32,-2.113,-0.289,-0.567,-0.027,0.867,-0.632,-8788.656
0.238,-0.687,-0.109,-1.427,-0.673,1.136,0.171,0.226,-0.554,1.084,-0.751,0.579,0.335,0.245,0.111,0.086,0.159,-0.28,0.097,-0.882,-0.759,0.131,-1.162,-0.66,-0.639,-0.731,-1.326,-0.233,1.102,-1.026,1.597,-0.529,0.085,-0.126,0.353,-0.593,-0.572,-1.039,0.048,1.702,0.681,-1.046,1.952,-0.596,-2.495,1.493,0.686,0.969,0.424,0.328,4559.049
0.063,-2.382,1.278,-0.148,-0.327,0.087,-0.125,2.671,1.794,0.527,-0.905,0.417,0.336,-1.267,0.919,0.03,0.103,1.167,0.82,-1.884,0.715,0.204,-0.05,1.672,-1.066,0.362,0.24,-0.329,-0.561,0.177,1.456,0.618,1.336,0.878,-0.663,-0.029,1.501,0.567,0.857,-1.483,-0.847,0.024,-2.369,0.594,-1.942,0.231,0.792,0.82,-0.078,2.038,-19542.742
0.528,-2.189,0.264,-0.219,-1.059,0.905,-0.318,-0.412,0.104,0.357,0.495,-2.207,1.456,0.318,0.728,-0.676,1.274,-0.11,-0.2,0.681,-1.759,1.422,-2.529,1.215,-0.701,-1.281,-0.833,-1.393,2.309,0.368,2.264,-1.088,0.409,1.04,1.25,0.563,-1.137,-0.213,0.434,-0.606,-1.061,-0.933,-0.134,2.092,0.564,0.313,-0.895,-0.745,-1.929,-0.32,-4152.216
-0.347,1.758,-1.448,0.307,0.471,0.475,-1.357,-0.296,0.753,-0.627,0.614,1.725,-0.145,-0.28,1.66,0.577,1.621,0.903,1.575,0.221,0.432,-1.584,-0.036,-1.613,-0.913,0.699,-0.955,-0.674,-0.361,0.565,0.536,-1.013,0.134,-1.354,-0.201,0.506,0.024,-1.296,0.657,0.409,1.287,0.055,0.416,1.818,0.298,-0.896,-1.14,0.915,0.708,-0.32,-13421.852
0.153,-1.207,1.076,-0.096,0.218,0.775,-0.446,1.163,-0.954,-0.454,0.962,-0.619,-2.057,1.638,0.343,-2.578,-1.078,-1.404,-0.096,-0.097,0.934,-0.915,-0.2,0.37,0.724,0.464,-0.058,-0.582,-1.607,-0.566,0.282,-0.843,-1.923,0.153,0.503,0.44,-0.787,-0.313,1.176,0.85,0.305,-0.185,1.24,-0.725,-1.402,-1.195,0.217,-0.766,-0.5,-0.084,-8954.684
0.54,-0.89,0.493,1.341,2.48,0.602,-1.532,0.948,0.833,0.037,-0.18,-0.564,1.149,-1.241,0.898,1.278,-0.349,0.238,0.926,0.742,-2.441,0.632,1.895,0.335,-0.719,1.894,1.027,0.843,-0.215,-1.974,-1.381,-1.176,-2.88,-1.173,-0.225,1.131,-0.306,-1.972,0.273,1.542,0.858,0.615,-0.462,0.423,-0.941,0.939,1.116,0.667,0.213,1.016,-10305.466
-0.186,0.336,-1.022,-0.661,0.581,-0.247,-0.27,0.279,-0.628,-1.517,-0.415,-0.346,0.178,-0.288,0.01,1.483,1.581,-0.581,2.129,-0.716,-0.541,-0.849,0.749,0.792,1.729,0.098,-1.181,0.972,-1.699,-2.62,-1.549,0.998,0.991,-0.858,-0.619,0.257,0.779,-0.32,1.841,0.364,-0.811,0.727,0.287,0.498,0.461,-0.025,-1.649,-0.709,-0.574,-1.009,-22498.111
-0.017,-1.07,-1.205,-0.481,1.686,0.087,-0.872,0.549,-2.056,-0.257,0.209,0.356,-1.138,0.883,-0.306,-0.227,-1.908,-1.05,-1.104,-0.668,2.079,-0.108,1.775,-1.984,0.286,0.451,1.744,-0.395,0.543,-0.478,0.267,-1.411,0.476,1.164,-0.018,-1.45,1.493,0.572,0.544,0.903,0.728,-0.213,-0.87,-0.422,-1.155,-1.352,-0.536,-0.765,-1.908,0.106,-4155.143
0.015,-0.781,0.559,-0.919,1.12,0.123,1.057,0.649,-1.516,0.051,1.162,0.497,-0.559,-0.428,0.787,0.279,-0.076,2.374,-0.081,0.238,0.384,-0.44,0.137,-0.194,-2.796,0.014,-0.711,0.922,-0.424,0.772,-1.745,-0.428,0.452,-0.165,-1.214,-1.302,0.096,1.464,-0.196,-0.896,0.104,-1.75,-0.424,-1.235,0.793,-0.074,2.713,0.348,0.784,0.684,-12320.614
-0.964,-0.344,-0.449,1.954,-0.15,-0.286,0.645,-0.667,0.592,1.062,0.044,0.489,-0.133,-0.353,0.014,0.016,-0.996,0.282,-0.108,-0.343,0.826,-0.487,-2.601,0.158,-0.004,-0.357,1.178,-1.519,0.424,0.268,0.213,1.509,-1.464,-0.692,-0.895,0.183,-0.473,-1.534,0.182,0.333,1.001,0.126,-0.094,1.962,-1.125,1.274,-1.926,0.752,0.263,1.608,-13224.596
1.466,1.026,-0.153,-1.64,1.495,0.428,-0.33,0.342,2.549,-0.687,-1.15,0.021,0.602,1.092,-0.128,-0.64,-1.364,0.44,-0.19,0.595,0.545,-1.237,0.129,-0.504,-0.158,1.123,-0.792,0.327,0.411,-0.038,-0.584,-0.884,0.005,0.94,-0.498,0.747,-0.257,-3.021,0.443,0.735,-0.395,-1.676,0.05,-1.504,1.619,2.997,-1.006,-0.365,-0.058,-0.438,-9678.254
1.672,-0.094,0.824,1.338,2.452,-1.579,1.23,1.09,0.104,-0.031,0.648,0.497,0.618,-1.017,-2.986,0.276,1.111,0.788,1.037,1.558,1.536,1.171,0.079,-0.591,-1.574,0.067,-0.92,-1.354,0.168,-0.012,0.567,0.101,-1.152,0.785,0.027,0.969,-1.855,-0.185,-0.002,-0.798,-1.072,-0.17,-1.564,-0.44,-0.613,-1.04,-1.384,-1.197,-0.524,-0.531,-24581.335
-1.119,0.21,1.244,-2.16,-1.167,-0.035,0.251,-0.393,-0.899,0.031,0.186,-1.222,0.735,0.655,-0.731,0.224,-0.611,1.164,-1.101,-1.498,1.253,-0.727,-0.306,-0.686,0.033,-0.898,-1.053,-0.099,0.064,-0.564,-0.648,-1.447,-0.352,0.894,0.625,-0.06,-0.394,0.845,-1.538,-0.02,-0.026,-0.712,-0.955,0.509,-2.174,0.141,-0.022,-0.442,1.297,-1.97,-7063.732
-1.865,0.574,-2.832,-1.712,0.259,0.426,-0.561,-0.811,0.95,0.739,-0.697,0.614,1.015,-0.183,1.463,-0.468,0.185,0.686,0.833,-0.161,-1.491,0.777,0.581,0.099,0.845,1.267,1.707,-1.002,0.374,1.386,-0.064,0.479,1.656,0.668,0.093,0.658,-1.556,0.046,-0.945,-0.014,0.321,-0.714,0.871,-0.137,-0.051,-0.146,0.865,-1.192,-0.923,-0.191,-3317.757
-2.667,-0.873,-0.82,-0.179,0.179,1.384,0.538,0.005,0.069,1.098,1.318,0.104,-1.332,-0.753,0.112,1.446,0.834,1.186,0.953,-0.239,-0.277,-0.945,-1.214,0.977,1.138,1.177,-0.221,0.447,1.76,-0.598,-0.281,-1.891,-1.385,0.686,-0.055,1.017,-0.06,0.27,1.532,-0.658,0.15,-0.483,-2,1.088,0.786,-0.175,1.198,-0.819,1.671,-0.924,-8509.146
-0.891,-1.139,1.199,1.394,-1.161,-0.712,1.511,1.8,2.019,0.503,0.614,-0.549,-0.548,-0.216,-1.137,-0.595,-1.573,0.014,1.032,-0.897,0.578,0.174,1.48,0.402,-1.727,1.216,-0.981,-0.427,-0.505,0.018,1.895,-0.629,-1.575,-0.066,1.044,-0.059,-0.92,0.473,0.995,0.783,0.112,-1.231,1.395,0.023,1.336,-0.868,0.795,0.177,0.115,-0.209,-13378.96
0.566,-0.586,-0.781,1.54,-0.735,-0.367,-0.32,1.038,0.639,0.746,1.061,-0.694,-2.301,-1.087,0.452,2.59,-0.148,-0.029,0.476,0.409,-0.189,0.926,-0.486,0.594,-0.817,-0.219,1.08,0.245,-0.571,0.261,-0.019,1.151,1.058,-0.229,-1.026,0.096,-2.301,-1.132,-0.437,-0.601,-0.693,0.421,-0.022,0.356,-0.573,-0.132,-0.559,0.409,0.401,-0.732,-7460.728
0.91,-0.858,1.864,0.139,0.008,-0.2,2.303,-0.075,-0.984,-1.001,1.211,0.488,0.517,-0.089,-1.097,-0.151,-0.678,1.517,-0.433,-1.398,-0.394,-0.089,-1.205,-2.631,0.357,-1.981,0.507,0.374,0.081,1.321,0.089,0.344,-1.665,1.102,0.517,-0.092,-0.49,0.022,-0.864,-0.446,0.452,-0.65,0.015,-0.409,1.357,-1.52,-0.234,0.33,-2.514,-0.891,-11581.92
-1.815,-0.226,-0.535,1.183,1.008,1.742,-0.783,-1.321,1.498,0.225,-0.739,-1.595,0.609,0.167,-0.268,-0.669,0.764,0.626,-0.674,-1.449,0.151,1.099,1.338,-0.63,0.713,0.686,0.784,0.383,1.656,0.78,-1.16,3.383,-0.547,0.009,0.82,0.779,-1.57,-0.992,-1.197,-0.62,-0.926,2.684,0.283,-0.489,-1.085,-0.936,0.361,-0.021,0.07,0.328,-9838.565
-0.705,0.464,-0.73,-0.942,-0.739,-0.062,-1.262,0.576,1.529,1.315,-0.481,-0.354,1.518,-0.529,0.541,-0.252,-0.178,-0.497,0.543,1.492,-0.976,-1.668,-0.994,1.138,0.43,-1.484,0.233,-1.036,0.447,0.873,-0.509,0.086,-0.638,-0.381,-0.046,1.339,-0.25,0.659,-0.868,-0.099,-1.125,-0.147,-1.099,-0.496,0.125,-1.16,1.107,-0.13,-0.95,0.944,-488.514
-0.502,1.06,-0.3,-0.205,-0.743,-0.085,-1.166,0.654,1.133,-0.268,-0.591,-0.03,-1.674,0.409,1.39,-1.894,0.532,-0.52,-1.953,0.724,0.47,0.086,0.354,0.922,1.239,-0.674,-0.816,0.477,0.033,0.049,1.732,-1.21,-0.784,1.355,1.778,0.324,1.152,0.292,-0.785,-0.03,-0.873,-1.524,1.396,-2.83,0.219,-0.699,-1.085,1.902,-0.745,-0.248,-427.812
-1.098,0.34,0.009,1.497,1.483,0.924,-0.076,0.281,-0.186,-0.396,1.328,-0.346,-0.807,-0.727,0.474,-0.947,0.196,-0.047,-0.73,-0.414,-0.937,0.374,0.178,-0.55,0.321,-0.615,0.602,-0.163,-0.141,0.56,0.862,-0.503,0.54,1.425,-0.805,0.488,-0.281,-0.366,-0.124,-2.205,1.355,-0.716,1.239,-0.375,0.267,-2.109,0.565,0.801,-1.227,-0.432,-17433.788
-0.797,-0.01,1.175,-1.619,-1.867,0.931,0,-0.883,1.231,-0.477,0.417,-0.022,0.411,-0.714,-1.16,-0.125,0.669,-0.972,1.039,-0.952,-1.593,-0.036,-1.425,-1.816,-0.339,0.837,1.309,1.899,-2.044,0.946,-1.367,0.423,-0.209,-0.211,-0.873,-2.117,-0.378,-0.22,0.074,0.597,0.191,-1.052,4.03,-0.165,0.203,-1.219,-0.498,0.766,0.767,0.08,-11552.07
-0.819,-0.122,-0.012,1.294,0.726,1.792,0.785,0.767,-0.889,-0.571,1.205,-2.07,0.018,0.164,-0.824,-0.377,-0.331,1.096,0.202,-0.051,0.779,-0.651,-1.767,0.208,-1.07,-0.824,-0.415,0.857,-0.18,0.474,-0.332,-0.455,-1.102,-0.841,0.397,0.942,0.975,-0.747,-1.255,-0.899,1.278,-0.2,-0.539,-0.153,0.596,0.958,-0.498,-1.078,-0.963,-0.493,-10725.96
-1.358,-0.94,0.786,0.946,-1.369,-0.167,0.618,1.796,0.766,0.221,0.706,-0.131,0.901,0.764,0.1,1.129,-0.975,-1.922,-0.361,0.369,-0.212,-0.929,0.027,-1.059,-0.301,0.275,-0.45,-0.288,-0.995,1.027,0.775,-0.225,-1.834,-1.488,-0.066,-0.49,1.677,1.419,-0.653,-1.275,-1.327,-0.287,0.197,0.547,0.241,0.557,-1.588,-0.455,0.705,1.125,-2775.948
0.276,-0.486,1.271,0.663,-0.192,-0.297,-0.975,-1.986,-0.34,1.938,0.14,-0.04,-1.541,0.969,-1.367,1.965,-0.197,0.37,0.091,-0.055,1.617,1.753,-0.495,0.212,-0.399,-0.435,-0.45,-0.806,1.141,0.549,-0.152,0.659,-0.552,-1.989,-1.477,-0.307,1.525,-1.271,-0.231,0.35,1.659,-0.557,0.757,-1.611,-2.056,0.831,2.107,0.251,1.21,2.699,-10725.373
0.132,-0.545,1.734,-0.003,-1.187,-0.393,3.932,1.793,-1.124,0.062,0.806,0.251,0.242,0.261,-0.865,0.623,-1.063,-0.793,-1.319,1.668,-1.093,0.436,0.702,0.165,-0.433,2.418,-0.503,0.497,0.136,0.985,0.944,-1.567,-0.866,-0.252,0.984,1.222,-0.616,-0.197,0.578,-1.532,1.763,0.182,-0.529,0.735,0.509,-2.074,0.112,-0.424,0.706,0.303,-16454.917
0.256,0.354,-0.548,-0.354,-0.643,-0.82,-0.09,-0.872,0.233,-0.945,1.799,0.722,-0.88,-0.409,-0.466,-0.202,-0.686,1.306,1.291,1.414,1.384,0.155,1.466,-0.846,-0.908,0.329,-0.225,0.132,0.028,-0.614,-0.183,0.168,-0.431,-1.157,1.186,-1.409,0.908,0.473,1.647,1.395,0.071,-1.114,-1.083,0.302,-0.579,-0.604,0.5,-1.639,-1.688,1.036,-5203.671
0.377,0.633,-0.197,0.892,0.89,0.077,-1.511,-1.133,0.614,-0.19,-0.634,-1.16,-3.092,-0.279,1.934,1.285,-0.45,-0.331,-1.152,-0.442,-0.297,-0.714,-1.599,0.666,1.435,-0.3,-0.015,0.239,-0.274,0.61,2.108,-1.346,-2.097,0.49,0.671,0.371,0.467,-1.013,-0.281,-1.073,0.58,1.323,-0.938,-1.043,-1.609,-0.465,-1.113,-0.737,-0.535,1.477,-8109.42
0.898,1.197,0.967,-1.046,0.132,-0.08,-1.653,0.037,0.675,-0.373,-1.463,0.293,1.449,-0.166,0.133,-0.975,0.278,1.196,-0.228,-0.153,-0.025,-0.618,1.835,1.655,0.141,0.436,1.687,-0.737,0.596,-0.181,-1.9,0.21,0.1,1.528,-0.132,-1.068,-0.631,-0.143,1.271,0.433,0.094,-1.425,-0.548,0.763,-1.639,-1.602,-1.373,0.074,2.125,0.155,-12428.692
1.792,-3.127,0.064,0.142,1.203,0.959,1.265,0.821,0.225,-0.916,0.138,0.681,-1.039,1.378,-0.744,1.793,-0.059,-0.118,-1.383,-0.447,-0.919,0.125,0.502,-0.259,-0.198,1.446,-1.267,0.431,0.065,0.967,-2.054,-0.275,-0.066,-1.043,-1.354,0.802,0.072,0.05,0.031,-0.517,-0.468,0.6,-1.706,1.32,-0.342,0.504,-1.94,2.098,-0.975,-1.208,-10890.895
0.853,-2.893,0.104,-0.379,-0.277,-1.479,-2.921,-0.343,0.015,-1.344,0.592,0.459,-1.489,-0.276,-1.829,-0.824,0.038,2.003,0.393,-0.494,-0.171,-1.73,-1.116,-1.041,-1.719,-1.856,-1.129,-1.254,-1.316,0.06,-1.509,0.865,0.303,-0.663,0.34,0.003,-0.382,-0.048,0.32,0.195,0.356,0.346,-1.365,-1.02,-0.676,-0.153,-0.985,0.444,0.597,0.4,-1821.069
-1.169,0.946,-2.222,1.478,0.537,-0.216,2.603,0.136,0.474,-0.77,-1.168,-0.292,1.112,1.322,-1.689,-0.046,0.357,-0.728,1.25,1.121,-0.71,-0.341,0.855,0.411,0.115,-0.567,-0.962,-0.704,-0.02,0.413,0.099,1.405,1.18,-1.075,-0.945,0.028,-0.086,-0.339,0.437,0.415,1.388,0.983,-1.3,-0.886,0.586,-0.308,-1.115,1.14,-1.063,-0.392,-15020.485
0.622,1.674,0.142,0.376,-0.559,-2.103,-0.663,-0.576,0.268,0.115,1.145,1.545,1.525,0.3,0.439,-0.681,0.773,1.209,0.932,-0.171,-0.147,-1.165,-0.358,0.296,0.599,-0.579,-1.823,0.778,-0.949,-0.046,0.305,0.182,1.517,0.8,-1.947,0.263,0.194,-1.505,0.15,0.492,0.769,-0.501,-2.305,-1.754,0.954,0.419,-2.208,1.577,0.56,-1.349,-14227.015
0.54,-0.474,0.53,-0.844,0.159,-0.225,-0.922,0.979,0.827,-0.348,-0.103,-0.902,-0.039,-0.904,-0.999,0.16,1.901,-0.29,0.679,-1.616,-0.11,1.03,1.945,0.194,-0.357,0.513,0.162,-0.767,2.164,0.97,0.098,1.486,-1.285,0.249,0.825,0.276,-0.822,0.147,0.643,-1.217,3.481,1.344,-0.924,1.356,0.889,-0.714,0.871,0.531,1.524,0.003,-18498.651
-0.882,-1.049,0.949,-0.509,-0.878,-0.094,0.29,-0.23,-0.172,0.687,-2.508,-0.358,-1.488,1.183,-0.873,-0.37,0.183,0.322,-0.726,0.667,1.174,0.058,-0.339,0.852,1.224,-0.625,-0.286,-0.513,0.216,0.857,-0.695,1.214,0.504,0.075,0.208,-0.31,1.539,0.355,-0.122,-1.426,0.779,0.773,-1.417,-0.229,-0.796,-0.164,-1.898,0.763,1.191,1.564,-9457.028
0.655,0.987,0.26,-1.639,0.302,0.276,0.175,-1.126,0.669,0.364,-1.276,-1.755,-1.054,-0.047,-0.817,-0.147,-0.429,-1.397,0.584,-1.978,0.436,-0.722,-0.354,0.953,-0.051,-0.919,-1.682,-2.023,-1.739,0.265,0.154,0.782,-0.143,-1.111,-2.121,0.428,-0.532,0.594,-1.448,1.748,-0.259,-1.199,0.233,0.451,-0.97,0.948,-1.713,1.923,-0.95,-1.007,-11826.362
1.181,1.317,-1.224,-0.018,-2.574,-0.219,0.893,1.191,0.827,-0.226,1.53,-2.106,-0.288,0.494,0.769,0.574,0.453,-0.901,-0.341,-0.237,-0.635,0.662,1.182,0.076,-1.376,-0.049,-0.295,0.211,-0.006,-0.518,0.17,-2.329,1.218,-1.209,1.702,1.095,-0.125,0.884,0.78,0.372,2.076,1.545,0.658,0.994,0.375,-0.505,0.544,-2.999,-0.789,-0.227,-4889.565
0.151,-0.59,-0.158,1.097,0.784,-0.401,-3.022,-1.312,-1.372,-0.486,-0.598,0.746,0.899,2.078,-0.33,0.04,-0.578,-0.923,-1.176,-0.741,0.264,-0.702,-1.107,-0.973,-0.325,1.056,-1.087,-1.071,-1.711,0.846,0.584,0.061,-0.109,0.028,0.475,-0.272,0.033,-1.055,-1.954,-0.387,0.836,0.407,-0.495,0.124,0.601,-0.241,0.82,-0.38,-0.186,-0.811,-18457.066
-0.452,0.607,-0.127,-0.693,0.706,0.439,-0.339,-0.575,-0.476,0.773,-0.401,0.056,-1.927,-0.538,-0.078,0.989,0.038,-2.976,0.613,-0.631,-0.043,0.99,0.609,0.402,1.122,0.133,1.037,1.935,1.097,0.683,-0.461,-0.356,-0.857,0.923,-0.611,0.993,0.474,-1.531,0.815,0.226,2.609,1.985,-0.865,-0.083,0.552,-0.19,-1.081,-0.079,-1.186,-0.485,-9135.221
0.224,-1.065,-0.55,-0.491,0.664,-0.922,1.827,2.16,0.207,1.175,-1.344,1.099,0.845,-0.344,-0.113,0.376,-0.582,0.387,-1.287,-1.077,0.672,-0.616,0.914,0.67,-0.158,-0.183,0.784,-0.632,-0.601,-0.708,-0.406,0.681,0.301,-0.248,-0.733,-0.395,-0.233,0.354,1.708,0.376,1.536,0.638,-1.235,-0.012,-0.409,-0.501,1.53,-1.161,0.307,-1.431,-8444.114
1.394,0.258,0.306,1.28,1.455,-0.235,0.249,-1.287,-0.945,1.408,0.422,-0.499,0.777,-0.593,0.565,1.456,-0.94,-1.211,-1.594,-1.288,-0.833,-1.06,-0.285,0.854,-1.043,-0.195,-0.17,-0.227,-0.791,-0.405,1.065,-1.062,-0.253,2.125,1.285,0.305,0.796,-0.813,-0.441,-1.579,-1.044,-0.808,-0.307,0.707,-0.359,0.403,-0.248,1.881,1.142,0.194,-15574.187
0.172,-0.133,0.738,0.49,-0.467,-0.035,-1.229,-2.105,-1.306,-1.206,0.732,0.837,-0.278,0.255,-0.744,1.034,-1.082,-0.767,-1.721,0.093,0.081,-0.384,-0.89,-0.403,-0.181,-0.219,-1.625,-0.263,0.599,-0.238,-0.416,-1.462,1.421,0.914,0.342,-0.672,1.683,-0.452,0.602,0.301,0.595,0.245,0.926,1.446,-0.783,-0.206,-0.73,-0.323,-0.982,-0.199,-11583.37
-0.185,0.58,-0.859,-1.057,-0.549,-1.165,-0.829,1.793,1.814,-0.674,1.978,-1.147,-0.864,0.272,-0.933,-0.536,1.195,-1.299,-1.296,0.346,0.554,-1.076,0.371,1.039,0.773,-1.997,-2.442,0.1,1.244,0.255,-0.272,-0.057,0.007,-0.059,0.322,-2.365,-1.271,0.608,0.337,2.219,-0.528,1.144,0.515,0.42,0.897,-0.009,-0.453,-1.588,-0.675,-0.564,-6495.178
0.062,1.668,0.75,0.314,-0.228,1.475,-1.509,-0.156,0.147,0.564,1.135,-1.081,-0.95,-0.452,0.013,-0.893,-1.344,-0.411,-1.593,-0.238,1.662,-1.26,0.335,1.253,0.945,-1.959,0.865,1.177,-0.18,0.343,0.676,-1.668,-0.003,-1.601,-0.172,-0.672,-0.18,1.08,0.126,1.678,0.892,0.328,0.965,0.468,-0.321,-0.603,-1.371,1.97,-1.419,-0.049,-9314.142
0.168,-0.236,0.149,1.04,-0.876,-1.258,-0.735,0.197,-2.241,0.378,0.846,0.771,0.493,0.509,-0.633,0.88,0.014,-2.183,-1.623,0.54,0.872,-0.806,-0.579,1.637,-0.603,-0.3,0.431,0.61,-0.638,-0.656,1.459,-0.996,0.703,1.44,-0.285,-1.205,0.965,2.771,-0.102,1.247,0.476,0.865,-0.564,0.346,-0.518,-0.299,0.979,0.042,-1.965,-0.836,-24202.96
-0.433,-0.551,-0.079,0.578,-0.433,0.303,-1.63,-1.922,0.384,-0.283,-0.781,-0.552,-1.074,1.457,-0.488,0.836,0.107,-0.216,-1.248,0.508,0.185,-0.284,0.59,1.955,-0.24,1.008,-1.824,-1.25,1.149,1.682,0.082,-1.525,-0.043,-0.7,-0.667,-0.293,-1.124,-1.261,0.342,0.582,0.748,-0.366,1.818,-0.393,0.08,0.013,-0.632,-0.252,-0.894,-0.109,-1749.626
